[2024-08-16T18:07:59.979052Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Initiating pyFlow run
[2024-08-16T18:07:59.981005Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowClientWorkflowClass: StrelkaSomaticWorkflow
[2024-08-16T18:07:59.981794Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pyFlowVersion: 1.1.20
[2024-08-16T18:07:59.982553Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] pythonVersion: 2.7.12.final.0
[2024-08-16T18:07:59.983250Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] WorkingDir: '/coh_labs/dits/rayyan/Projects/GATK-pipeline/GATK_somatic'
[2024-08-16T18:07:59.983956Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] ProcessCmdLine: '/coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/runWorkflow.py --mode local --jobs 8'
[2024-08-16T18:07:59.984763Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mode: local
[2024-08-16T18:07:59.985526Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] nCores: 8
[2024-08-16T18:07:59.986313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] memMb: 515437
[2024-08-16T18:07:59.987026Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] dataDir: /coh_labs/dits/rayyan/Data/C083-000002/AnalysisData_TumorDNA/workspace/pyflow.data
[2024-08-16T18:07:59.987808Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isDryRun: False
[2024-08-16T18:07:59.988580Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isContinue: False
[2024-08-16T18:07:59.989348Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] isForceContinue: True
[2024-08-16T18:07:59.990129Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] [RunParameters] mailTo: ''
[2024-08-16T18:07:59.991303Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:masterWorkflow] Starting task specification for master workflow
[2024-08-16T18:07:59.992280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [StrelkaSomaticWorkflow] Initiating Strelka somatic workflow version: 2.9.10
[2024-08-16T18:08:00.110410Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_217_chr2_KI270767v1_alt' to master workflow
[2024-08-16T18:08:00.111314Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_218_chr3_JH636055v2_alt' to master workflow
[2024-08-16T18:08:00.112629Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_219_chr3_KI270783v1_alt' to master workflow
[2024-08-16T18:08:00.113488Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_220_chr3_KI270780v1_alt' to master workflow
[2024-08-16T18:08:00.114852Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_221_chr3_GL383526v1_alt' to master workflow
[2024-08-16T18:08:00.115715Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_222_chr3_KI270777v1_alt' to master workflow
[2024-08-16T18:08:00.116594Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_223_chr3_KI270778v1_alt' to master workflow
[2024-08-16T18:08:00.117645Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_224_chr3_KI270781v1_alt' to master workflow
[2024-08-16T18:08:00.119122Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_225_chr3_KI270779v1_alt' to master workflow
[2024-08-16T18:08:00.120114Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_226_chr3_KI270782v1_alt' to master workflow
[2024-08-16T18:08:00.120977Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_227_chr3_KI270784v1_alt' to master workflow
[2024-08-16T18:08:00.121815Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_228_chr4_KI270790v1_alt' to master workflow
[2024-08-16T18:08:00.123601Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Completed command task: 'getChromDepth_sample000_makeTmpDir' launched from master workflow
[2024-08-16T18:08:00.124776Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_229_chr4_GL383528v1_alt' to master workflow
[2024-08-16T18:08:00.125911Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_230_chr4_KI270787v1_alt' to master workflow
[2024-08-16T18:08:00.126885Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_223_chr3_KI270778v1_alt' from master workflow
[2024-08-16T18:08:00.127770Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_231_chr4_GL000257v2_alt' to master workflow
[2024-08-16T18:08:00.128738Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_092_chrUn_KI270466v1_to_095_chrUn_KI270435v1' from master workflow
[2024-08-16T18:08:00.129634Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_232_chr4_KI270788v1_alt' to master workflow
[2024-08-16T18:08:00.130676Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_060_chr22_KI270734v1_random' from master workflow
[2024-08-16T18:08:00.131612Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_233_chr4_GL383527v1_alt' to master workflow
[2024-08-16T18:08:00.133146Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_104_chrUn_KI270519v1_to_113_chrUn_KI270539v1' from master workflow
[2024-08-16T18:08:00.134682Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_234_chr4_KI270785v1_alt' to master workflow
[2024-08-16T18:08:00.136318Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_223_chr3_KI270778v1_alt] Task initiated on local node
[2024-08-16T18:08:00.137765Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_013_chr14' from master workflow
[2024-08-16T18:08:00.138619Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_092_chrUn_KI270466v1_to_095_chrUn_KI270435v1] Task initiated on local node
[2024-08-16T18:08:00.139697Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_235_chr4_KI270789v1_alt' to master workflow
[2024-08-16T18:08:00.141108Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_236_chr4_KI270786v1_alt' to master workflow
[2024-08-16T18:08:00.142002Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_237_chr5_KI270793v1_alt' to master workflow
[2024-08-16T18:08:00.143081Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_019_chr20' from master workflow
[2024-08-16T18:08:00.145083Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_104_chrUn_KI270519v1_to_113_chrUn_KI270539v1] Task initiated on local node
[2024-08-16T18:08:00.147368Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_238_chr5_KI270792v1_alt' to master workflow
[2024-08-16T18:08:00.148651Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_026_chr1_KI270707v1_random_to_027_chr1_KI270708v1_random' from master workflow
[2024-08-16T18:08:00.149990Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_060_chr22_KI270734v1_random] Task initiated on local node
[2024-08-16T18:08:00.150984Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_239_chr5_KI270791v1_alt' to master workflow
[2024-08-16T18:08:00.152416Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_013_chr14] Task initiated on local node
[2024-08-16T18:08:00.153581Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskManager] Launching command task: 'getChromDepth_sample000_estimateChromDepth_007_chr8' from master workflow
[2024-08-16T18:08:00.155313Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_019_chr20] Task initiated on local node
[2024-08-16T18:08:00.156741Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_240_chr5_GL383532v1_alt' to master workflow
[2024-08-16T18:08:00.157676Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_026_chr1_KI270707v1_random_to_027_chr1_KI270708v1_random] Task initiated on local node
[2024-08-16T18:08:00.159074Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_241_chr5_GL949742v1_alt' to master workflow
[2024-08-16T18:08:00.160386Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_242_chr5_KI270794v1_alt' to master workflow
[2024-08-16T18:08:00.162323Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_243_chr5_GL339449v2_alt' to master workflow
[2024-08-16T18:08:00.164294Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_244_chr5_GL383530v1_alt' to master workflow
[2024-08-16T18:08:00.165301Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_245_chr5_KI270796v1_alt' to master workflow
[2024-08-16T18:08:00.166488Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_246_chr5_GL383531v1_alt' to master workflow
[2024-08-16T18:08:00.167452Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_247_chr5_KI270795v1_alt' to master workflow
[2024-08-16T18:08:00.168390Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_248_chr6_GL000250v2_alt' to master workflow
[2024-08-16T18:08:00.169548Z] [g-c-1-4-05.cm.cluster] [2114669_1] [TaskRunner:getChromDepth_sample000_estimateChromDepth_007_chr8] Task initiated on local node
[2024-08-16T18:08:00.170657Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_249_chr6_KI270800v1_alt' to master workflow
[2024-08-16T18:08:00.171790Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_250_chr6_KI270799v1_alt' to master workflow
[2024-08-16T18:08:00.173032Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_251_chr6_GL383533v1_alt' to master workflow
[2024-08-16T18:08:00.173887Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_252_chr6_KI270801v1_alt' to master workflow
[2024-08-16T18:08:00.175314Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_253_chr6_KI270802v1_alt' to master workflow
[2024-08-16T18:08:00.176352Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_254_chr6_KB021644v2_alt' to master workflow
[2024-08-16T18:08:00.177700Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_255_chr6_KI270797v1_alt' to master workflow
[2024-08-16T18:08:00.178773Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_256_chr6_KI270798v1_alt' to master workflow
[2024-08-16T18:08:00.179976Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_257_chr7_KI270804v1_alt' to master workflow
[2024-08-16T18:08:00.181092Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_258_chr7_KI270809v1_alt' to master workflow
[2024-08-16T18:08:00.182342Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_259_chr7_KI270806v1_alt' to master workflow
[2024-08-16T18:08:00.183262Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_260_chr7_GL383534v2_alt' to master workflow
[2024-08-16T18:08:00.184277Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_261_chr7_KI270803v1_alt' to master workflow
[2024-08-16T18:08:00.185384Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_262_chr7_KI270808v1_alt' to master workflow
[2024-08-16T18:08:00.186340Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_263_chr7_KI270807v1_alt' to master workflow
[2024-08-16T18:08:00.187338Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_264_chr7_KI270805v1_alt' to master workflow
[2024-08-16T18:08:00.188644Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_265_chr8_KI270818v1_alt' to master workflow
[2024-08-16T18:08:00.189726Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_266_chr8_KI270812v1_alt' to master workflow
[2024-08-16T18:08:00.190758Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_267_chr8_KI270811v1_alt' to master workflow
[2024-08-16T18:08:00.193180Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_268_chr8_KI270821v1_alt' to master workflow
[2024-08-16T18:08:00.194234Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_269_chr8_KI270813v1_alt' to master workflow
[2024-08-16T18:08:00.196238Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_270_chr8_KI270822v1_alt' to master workflow
[2024-08-16T18:08:00.197140Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_271_chr8_KI270814v1_alt' to master workflow
[2024-08-16T18:08:00.199736Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_272_chr8_KI270810v1_alt' to master workflow
[2024-08-16T18:08:00.200703Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_273_chr8_KI270819v1_alt_to_274_chr8_KI270820v1_alt' to master workflow
[2024-08-16T18:08:00.203282Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_275_chr8_KI270817v1_alt' to master workflow
[2024-08-16T18:08:00.204237Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_276_chr8_KI270816v1_alt' to master workflow
[2024-08-16T18:08:00.205311Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_277_chr8_KI270815v1_alt' to master workflow
[2024-08-16T18:08:00.206757Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_278_chr9_GL383539v1_alt' to master workflow
[2024-08-16T18:08:00.207906Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_279_chr9_GL383540v1_alt' to master workflow
[2024-08-16T18:08:00.209814Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_280_chr9_GL383541v1_alt' to master workflow
[2024-08-16T18:08:00.210741Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_281_chr9_GL383542v1_alt' to master workflow
[2024-08-16T18:08:00.212664Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_282_chr9_KI270823v1_alt' to master workflow
[2024-08-16T18:08:00.213769Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_283_chr10_GL383545v1_alt' to master workflow
[2024-08-16T18:08:00.215953Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_284_chr10_KI270824v1_alt' to master workflow
[2024-08-16T18:08:00.216833Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_285_chr10_GL383546v1_alt' to master workflow
[2024-08-16T18:08:00.217835Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_286_chr10_KI270825v1_alt' to master workflow
[2024-08-16T18:08:00.220320Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_287_chr11_KI270832v1_alt' to master workflow
[2024-08-16T18:08:00.222866Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_288_chr11_KI270830v1_alt' to master workflow
[2024-08-16T18:08:00.225775Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_289_chr11_KI270831v1_alt' to master workflow
[2024-08-16T18:08:00.226684Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_290_chr11_KI270829v1_alt' to master workflow
[2024-08-16T18:08:00.227623Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_291_chr11_GL383547v1_alt' to master workflow
[2024-08-16T18:08:00.230423Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_292_chr11_JH159136v1_alt' to master workflow
[2024-08-16T18:08:00.231905Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_293_chr11_JH159137v1_alt' to master workflow
[2024-08-16T18:08:00.232879Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_294_chr11_KI270827v1_alt' to master workflow
[2024-08-16T18:08:00.234280Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_295_chr11_KI270826v1_alt' to master workflow
[2024-08-16T18:08:00.235262Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_296_chr12_GL877875v1_alt' to master workflow
[2024-08-16T18:08:00.236323Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_297_chr12_GL877876v1_alt' to master workflow
[2024-08-16T18:08:00.237751Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_298_chr12_KI270837v1_alt_to_299_chr12_GL383549v1_alt' to master workflow
[2024-08-16T18:08:00.238802Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_300_chr12_KI270835v1_alt' to master workflow
[2024-08-16T18:08:00.240237Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_301_chr12_GL383550v2_alt' to master workflow
[2024-08-16T18:08:00.241215Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_302_chr12_GL383552v1_alt' to master workflow
[2024-08-16T18:08:00.242796Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_303_chr12_GL383553v2_alt' to master workflow
[2024-08-16T18:08:00.243913Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_304_chr12_KI270834v1_alt' to master workflow
[2024-08-16T18:08:00.245398Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_305_chr12_GL383551v1_alt' to master workflow
[2024-08-16T18:08:00.246386Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_306_chr12_KI270833v1_alt_to_307_chr12_KI270836v1_alt' to master workflow
[2024-08-16T18:08:00.247822Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_308_chr13_KI270840v1_alt' to master workflow
[2024-08-16T18:08:00.248818Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_309_chr13_KI270839v1_alt' to master workflow
[2024-08-16T18:08:00.249822Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_310_chr13_KI270843v1_alt' to master workflow
[2024-08-16T18:08:00.251394Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_311_chr13_KI270841v1_alt' to master workflow
[2024-08-16T18:08:00.252411Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_312_chr13_KI270838v1_alt' to master workflow
[2024-08-16T18:08:00.253973Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_313_chr13_KI270842v1_alt' to master workflow
[2024-08-16T18:08:00.255053Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_314_chr14_KI270844v1_alt' to master workflow
[2024-08-16T18:08:00.256590Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_315_chr14_KI270847v1_alt' to master workflow
[2024-08-16T18:08:00.257712Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_316_chr14_KI270845v1_alt' to master workflow
[2024-08-16T18:08:00.258886Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_317_chr14_KI270846v1_alt' to master workflow
[2024-08-16T18:08:00.260321Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_318_chr15_KI270852v1_alt' to master workflow
[2024-08-16T18:08:00.261285Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_319_chr15_KI270851v1_alt' to master workflow
[2024-08-16T18:08:00.262902Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_320_chr15_KI270848v1_alt' to master workflow
[2024-08-16T18:08:00.264083Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_321_chr15_GL383554v1_alt' to master workflow
[2024-08-16T18:08:00.266957Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_322_chr15_KI270849v1_alt' to master workflow
[2024-08-16T18:08:00.267929Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_323_chr15_GL383555v2_alt' to master workflow
[2024-08-16T18:08:00.270310Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_324_chr15_KI270850v1_alt' to master workflow
[2024-08-16T18:08:00.271328Z] [g-c-1-4-05.cm.cluster] [2114669_1] [WorkflowRunner] Adding command task 'getChromDepth_sample000_estimateChromDepth_325_chr16_KI270854v1_alt_to_326_chr16_KI270856v1_alt' to master workflow
